"","hosttype","hostname","hostorder","hostfamily","hostenv","location","lat","long","gmpdprotname","prev","numhosts","numsamples","ID","protname"
"165","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Peru",-10,-76,"Trypanosoma minasense",NA,NA,NA,165,"Trypanosoma minasense"
"166","primates","Ateles paniscus","Primates","Atelidae","terrestrial","Peru",-10,-76,"Trypanosoma minasense",0.06,32,32,166,"Trypanosoma minasense"
"167","ungulates","Axis axis","Artiodactyla","Cervidae","terrestrial","Peninsular India sanctuaries (Mudumalai Wildlife Sanctuary and Tadoba National Park)",22.88,79.62,"Sarcocystis axicuonis",0.381,42,42,167,"Sarcocystis axicuonis"
"168","ungulates","Axis axis","Artiodactyla","Cervidae","terrestrial","Kerr wildlife management area, Kerr county, Texas",30.09,-99.5,"Theileria cervi",0.66,3,3,168,"Theileria cervi"
"169","ungulates","Axis axis","Artiodactyla","Cervidae","terrestrial","Ranthambhore National Park, Rajasthan",26.02,76.5,"Trypanosoma evansi",0.29,77,77,169,"Trypanosoma evansi"
"170","ungulates","Axis porcinus","Artiodactyla","Cervidae","terrestrial","Samut Prakarn province, Thailand",13.6,100.6,"Trypanosoma evansi",NA,7,7,170,"Trypanosoma evansi"
"171","carnivores","Bassariscus astutus","Carnivora","Procyonidae","terrestrial","Desierto de los Leones National Park",19.3,-99.31,"Toxoplasma gondii",0.222,9,9,171,"Toxoplasma gondii"
"172","carnivores","Bassariscus astutus","Carnivora","Procyonidae","terrestrial","El Pedregal Ecological Reserve, Mexico city",19.42,-99.2,"Toxoplasma gondii",0.182,11,11,172,"Toxoplasma gondii"
"173","ungulates","Bison bison","Artiodactyla","Bovidae","terrestrial","West Yellowstone, Montana",44.6,-110.55,"Eimeria auburnensis",0.02,36,36,173,"Eimeria auburnensis"
"174","ungulates","Bison bison","Artiodactyla","Bovidae","terrestrial","West Yellowstone, Montana",44.6,-110.55,"Eimeria bovis",0.13,36,36,174,"Eimeria bovis"
"175","ungulates","Bison bison","Artiodactyla","Bovidae","terrestrial","West Yellowstone, Montana",44.6,-110.55,"Eimeria bovis",0.08,36,36,175,"Eimeria bovis"
"176","ungulates","Bison bison","Artiodactyla","Bovidae","terrestrial","West Yellowstone, Montana",44.6,-110.55,"Eimeria zuernii",0.05,36,36,176,"Eimeria zuernii"
"177","ungulates","Bison bonasus","Artiodactyla","Bovidae","terrestrial","Northeast Poland",53.15,20.96,"Cryptosporidium parvum",0.31,NA,16,177,"Cryptosporidium parvum"
"178","ungulates","Bison bonasus","Artiodactyla","Bovidae","terrestrial","Northeast Poland",53.15,20.96,"Giardia intestinalis",0.13,NA,16,178,"Giardia intestinalis"
"179","ungulates","Bison bonasus","Artiodactyla","Bovidae","terrestrial","Poland",52.12,19.4,"Neospora caninum",7.3,234,234,179,"Neospora caninum"
"180","ungulates","Blastocerus dichotomus","Artiodactyla","Cervidae","terrestrial","Tiete River, Sao Paulo",-20.66,-51.49,"Toxoplasma gondii",0.27,66,66,180,"Toxoplasma gondii"
"181","primates","Brachyteles arachnoides","Primates","Atelidae","terrestrial","Fazenda Barreiro Rico, Brazil",-22.66,-48.18,"Entamoeba hartmanni",0.08,23,23,181,"Entamoeba hartmanni"
"182","primates","Brachyteles arachnoides","Primates","Atelidae","terrestrial","Espirito Santo, Brazil",-20,-40.75,"Plasmodium brasilianum",0.096,21,21,182,"Plasmodium brasilianum"
"183","primates","Brachyteles arachnoides","Primates","Atelidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,183,"Plasmodium brasilianum"
"184","primates","Brachyteles arachnoides","Primates","Atelidae","terrestrial","Espirito Santo, Brazil",-20,-40.75,"Plasmodium simium",NA,NA,NA,184,"Plasmodium simium"
"185","primates","Brachyteles arachnoides","Primates","Atelidae","terrestrial","Espirito Santo, Brazil",-20,-40.75,"Plasmodium simium",0.04,21,21,185,"Plasmodium simium"
"186","primates","Cacajao calvus","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Plasmodium brasilianum",NA,NA,NA,186,"Plasmodium brasilianum"
"187","primates","Cacajao calvus","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.5,8,8,187,"Plasmodium brasilianum"
"188","primates","Cacajao calvus","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,188,"Trypanosoma cruzi"
"189","primates","Cacajao calvus","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,189,"Trypanosoma cruzi"
"190","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","Tampobata Research Center",-12.7,-69.2,"Chilomastix mesnili",0.167,12,12,190,"Chilomastix mesnili"
"191","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","Samuel",-8.16,-62.43,"Plasmodium brasilianum",0.06,50,50,191,"Plasmodium brasilianum"
"192","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","Samuel",-8.16,-62.43,"Plasmodium brasilianum",0.06,50,50,192,"Plasmodium brasilianum"
"193","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.06,50,50,193,"Plasmodium brasilianum"
"194","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma cruzi",0.02,50,50,194,"Trypanosoma cruzi"
"195","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma devei",0.7,50,50,195,"Trypanosoma devei"
"196","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma minasense",0.46,50,50,196,"Trypanosoma minasense"
"197","primates","Callicebus brunneus","Primates","Pitheciidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma rangeli",0.06,50,50,197,"Trypanosoma rangeli"
"198","primates","Callicebus cupreus","Primates","Pitheciidae","terrestrial","Columbia",4,-72,"Trypanosoma minasense",NA,NA,NA,198,"Trypanosoma minasense"
"199","primates","Callicebus moloch","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.04,109,109,199,"Plasmodium brasilianum"
"200","primates","Callicebus nigrifrons","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,200,"Trypanosoma cruzi"
"201","primates","Callicebus nigrifrons","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,201,"Trypanosoma cruzi"
"202","primates","Callicebus ornatus","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,202,"Plasmodium brasilianum"
"203","primates","Callicebus ornatus","Primates","Pitheciidae","terrestrial","Columbia",4,-72,"Trypanosoma minasense",NA,NA,NA,203,"Trypanosoma minasense"
"204","primates","Callicebus torquatus","Primates","Pitheciidae","terrestrial","Amazonas",-3.42,-65.86,"Plasmodium brasilianum",0.5,2,2,204,"Plasmodium brasilianum"
"205","primates","Callicebus torquatus","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",NA,NA,NA,205,"Plasmodium brasilianum"
"206","primates","Callicebus torquatus","Primates","Pitheciidae","terrestrial","South America",NA,NA,"Plasmodium brasilianum",0.2,5,5,206,"Plasmodium brasilianum"
"207","primates","Callicebus torquatus","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma lambrechti",NA,NA,NA,207,"Trypanosoma lambrechti"
"208","primates","Callicebus torquatus","Primates","Pitheciidae","terrestrial","Brazil",-10,-55,"Trypanosoma lambrechti",NA,NA,NA,208,"Trypanosoma lambrechti"
"209","primates","Callimico goeldii","Primates","Callitrichidae","terrestrial","Peru",-10,-76,"Isospora endocallimici",NA,NA,NA,209,"Isospora endocallimici"
"210","primates","Callithrix argentata","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,210,"Trypanosoma cruzi"
"211","primates","Callithrix emiliae","Primates","Callitrichidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma cruzi",0.25,4,4,211,"Trypanosoma cruzi"
"212","primates","Callithrix emiliae","Primates","Callitrichidae","terrestrial","Samuel",-8.16,-62.43,"Trypanosoma devei",1,4,4,212,"Trypanosoma devei"
"213","primates","Callithrix jacchus","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Sarcocystis elegans",NA,NA,NA,213,"Sarcocystis elegans"
"214","primates","Callithrix jacchus","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,214,"Trypanosoma cruzi"
"215","primates","Callithrix jacchus","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,215,"Trypanosoma cruzi"
"216","primates","Callithrix jacchus","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,216,"Trypanosoma minasense"
"217","primates","Callithrix jacchus","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,217,"Trypanosoma minasense"
"218","primates","Callithrix penicillata","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Trypanosoma cruzi",NA,NA,NA,218,"Trypanosoma cruzi"
"219","primates","Callithrix penicillata","Primates","Callitrichidae","terrestrial","Brazil",-10,-55,"Trypanosoma minasense",NA,NA,NA,219,"Trypanosoma minasense"
"220","primates","Callithrix penicillata","Primates","Callitrichidae","terrestrial","Santa Marta Fragment D, Santa Marta mountain range, Veracruz, Mexico",18.3,94.0833,"Trypanosoma minasense",NA,NA,NA,220,"Trypanosoma minasense"
"221","primates","Callithrix pygmaea","Primates","Cebidae","terrestrial","Rio Branco, Brazil",-9.975377,-67.8249,"Trypanosoma cruzi",NA,1,NA,221,"Trypanosoma cruzi"
"222","primates","Callithrix pygmaea","Primates","Cebidae","terrestrial","Peru",-10,-76,"Trypanosoma minasense",0.22,9,9,222,"Trypanosoma minasense"
"223","ungulates","Camelus dromedarius","Artiodactyla","Camelidae","terrestrial","Tsavo East National Park",-2.78,38.77,"Trypanosoma simiae",1,1,1,223,"Trypanosoma simiae"
"224","ungulates","Camelus dromedarius","Artiodactyla","Camelidae","terrestrial","Tsavo East National Park",-2.78,38.77,"Trypanosoma simiae",0.5,1,1,224,"Trypanosoma simiae"
"225","carnivores","Canis aureus","Carnivora","Canidae","terrestrial","Northerwestern and southern IRAN",32.43,53.69,"Leishmania infantum",0.1,10,10,225,"Leishmania infantum"
"226","carnivores","Canis aureus","Carnivora","Canidae","terrestrial","Israel",31.47,35.02,"Neospora caninum",0.018,114,114,226,"Neospora caninum"
"227","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Black Rock Forest, New York",41.39,-74.02,"Cystoisospora canis",0.044,NA,23,227,"Isospora canis"
"228","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Nueces County, Texas",27.77,-97.48,"Cystoisospora felis",0.5,2,2,228,"Cystoisospora felis"
"229","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Black Rock Forest, New York",41.39,-74.02,"Cystoisospora ohioensis",0.174,NA,23,229,"Cystoisospora ohioensis"
"230","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Black Rock Forest, New York",41.39,-74.02,"Hammondia heydorni",0.13,NA,23,230,"Hammondia heydorni"
"231","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Oklahoma, USA",35.58,-97.51,"Hepatozoon americanum",0.563,16,16,231,"Hepatozoon americanum"
"232","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Texas",31.49,-99.36,"Neospora caninum",0.04,52,52,232,"Neospora caninum"
"233","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Alaska",64.2,-149.49,"Neospora caninum",0.167,12,12,233,"Neospora caninum"
"234","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Central Utah",37.42,-113.62,"Sarcocystis fusiformis",0.88,17,17,234,"Sarcocystis fusiformis"
"235","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","University of Kentucky",40.21,-84.6,"Sarcocystis neurona",1,1,1,235,"Sarcocystis neurona"
"236","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Indiana, Kentucky, Michigan & Ohio",45.71,-112.56,"Toxoplasma gondii",0.59,222,222,236,"Toxoplasma gondii"
"237","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Mississippi and Georgia, USA",32.35,-89.4,"Toxoplasma gondii",1,1,1,237,"Toxoplasma gondii"
"238","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Dane and Iowa Counties, Wisconsin",43.11,-89.86,"Toxoplasma gondii",0.514,35,35,238,"Toxoplasma gondii"
"239","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Telfair and Irwin Counties, Georgia",31.89,-82.99,"Toxoplasma gondii",0.25,18,4,239,"Toxoplasma gondii"
"240","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Telfair and Irwin Counties, Georgia",31.89,-82.99,"Toxoplasma gondii",0.13,18,8,240,"Toxoplasma gondii"
"241","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Telfair and Irwin Counties, Georgia",31.89,-82.99,"Toxoplasma gondii",0.17,18,6,241,"Toxoplasma gondii"
"242","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Telfair and Irwin Counties, Georgia",31.89,-82.99,"Toxoplasma gondii",0.18,18,11,242,"Toxoplasma gondii"
"243","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Texas",31.49,-99.36,"Toxoplasma gondii",0.62,52,52,243,"Toxoplasma gondii"
"244","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Southern Ontario, Canada",51.25,-85.32,"Toxoplasma gondii",0.78,9,9,244,"Toxoplasma gondii"
"245","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","Napa and Humboldt Counties, California",37.25,-119.61,"Toxoplasma gondii",0.67,3,3,245,"Toxoplasma gondii"
"246","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","California (14 unspecified geographic areas)",36.78,-119.42,"Toxoplasma gondii",0.25,189,189,246,"Toxoplasma gondii"
"247","carnivores","Canis latrans","Carnivora","Canidae","terrestrial","western Missouri and east central Kansas",37.15,-93.35,"Toxoplasma gondii",0.62,13,13,247,"Toxoplasma gondii"
"248","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Puszcza Piska and Napiwodzko-Ramuckie forests",53.45,22.15,"Cryptosporidium parvum",0.549,52,52,248,"Cryptosporidium parvum"
"249","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","northwestern Wisconsin",45.44,-91.42,"Entamoeba hartmanni",0.056,NA,54,249,"Entamoeba hartmanni"
"250","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Trolokve, CROATIA",43.64,16.25,"Leishmania infantum",1,1,1,250,"Leishmania infantum"
"251","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Northerwestern and southern IRAN",32.43,53.69,"Leishmania infantum",0.1,10,10,251,"Leishmania infantum"
"252","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Cantabric coast, Castilla y Leon, Aragon, Central Spain, and Huelva, SPAIN",42.6,-5.57,"Leishmania infantum",0.205,39,39,252,"Leishmania infantum"
"253","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Yellowstone National Park, Wyoming",44.55,-110.5,"Neospora caninum",0.04,NA,NA,253,"Neospora caninum"
"254","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Yellowstone National Park, Wyoming",44.55,-110.5,"Neospora caninum",0.33,NA,NA,254,"Neospora caninum"
"255","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Yellowstone National Park, Wyoming",44.55,-110.5,"Neospora caninum",0.11,NA,NA,255,"Neospora caninum"
"256","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Cantabric coast, Castilla y Leon, Aragon, Central Spain, Valencia, and Seville-Huelva, SPAIN",42.6,-5.57,"Neospora caninum",0.25,28,28,256,"Neospora caninum"
"257","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Israel",31.47,35.02,"Neospora caninum",0.111,9,9,257,"Neospora caninum"
"258","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Alaska",64.2,-149.49,"Neospora caninum",0.09,324,324,258,"Neospora caninum"
"259","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Gavleborg, Sweden",61.3,16.15,"Toxoplasma gondii",0.186,97,97,259,"Toxoplasma gondii"
"260","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Cantabric Coastal region and Castile and Leon, SPAIN",42.6,-5.57,"Toxoplasma gondii",0.469,32,32,260,"Toxoplasma gondii"
"261","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Alaska",64.2,-149.49,"Toxoplasma gondii",0.178,320,320,261,"Toxoplasma gondii"
"262","carnivores","Canis lupus","Carnivora","Canidae","terrestrial","Alaska",64.2,-149.49,"Toxoplasma gondii",0.088,125,125,262,"Toxoplasma gondii"
"263","ungulates","Capra ibex","Artiodactyla","Bovidae","terrestrial","Gran Paradiso National Park, Italy",45.5,7.31,"Sarcocystis arieticanis",0.03,54,54,263,"Sarcocystis arieticanis"
"264","ungulates","Capra ibex","Artiodactyla","Bovidae","terrestrial","Gran Paradiso National Park, Italy",45.5,7.31,"Sarcocystis capracanis",0.53,54,54,264,"Sarcocystis capracanis"
"265","ungulates","Capra ibex","Artiodactyla","Bovidae","terrestrial","Spain",40.46,-3.75,"Sarcocystis capricornis",1,1,1,265,"Sarcocystis capricornis"
"266","ungulates","Capra ibex","Artiodactyla","Bovidae","terrestrial","Gran Paradiso National Park, Italy",45.5,7.31,"Sarcocystis cornagliai",0.27,54,54,266,"Sarcocystis cornagliai"
"267","ungulates","Capra pyrenaica","Artiodactyla","Bovidae","terrestrial","Ports de Tortosa mountains hunting reserve, Catalonia",41.8,1.53,"Babesia ovis",0.34,475,280,267,"Babesia ovis"
"268","ungulates","Capra pyrenaica","Artiodactyla","Bovidae","terrestrial","Ports de Tortosa mountains hunting reserve, Catalonia",41.8,1.53,"Babesia ovis",0.4,475,77,268,"Babesia ovis"
"269","ungulates","Capra pyrenaica","Artiodactyla","Bovidae","terrestrial","Ports de Tortosa mountains hunting reserve, Catalonia",41.8,1.53,"Babesia ovis",0.32,475,475,269,"Babesia ovis"
"270","ungulates","Capra pyrenaica","Artiodactyla","Bovidae","terrestrial","National Hunting Reserve of the Tortosa and Beseit, northeastern Spain",40.75,0.25,"Babesia ovis",1,1,1,270,"Babesia ovis"
"271","ungulates","Capra pyrenaica","Artiodactyla","Bovidae","terrestrial","National Hunting Reserve of the Tortosa and Beseit, northeastern Spain",40.75,0.25,"Babesia ovis",1,1,1,271,"Babesia ovis"
"272","ungulates","Capreolus capreolus","Artiodactyla","Cervidae","terrestrial","Lazio, Italy",41.98,12.77,"Babesia divergens",1,1,1,272,"Babesia divergens"
"273","ungulates","Capreolus capreolus","Artiodactyla","Cervidae","terrestrial","Ljubljana, Slovenia",46.03,14.59,"Babesia divergens",0.549,51,51,273,"Babesia divergens"
"274","ungulates","Capreolus capreolus","Artiodactyla","Cervidae","terrestrial","Italy",41.87,12.57,"Babesia divergens",0.283,113,113,274,"Babesia divergens"
"275","ungulates","Capreolus capreolus","Artiodactyla","Cervidae","terrestrial","Ljubljana, Slovenia",46.03,14.59,"Babesia EU2",0.261,51,51,275,"Babesia EU2"
"276","ungulates","Capreolus capreolus","Artiodactyla","Cervidae","terrestrial","Russian forests",NA,NA,"Cryptosporidium parvum",NA,NA,NA,276,"Cryptosporidium parvum"
