"","ID","protname","hostname","zscore","cscore","tm_close","tm_nonclose","tm_vector","tm_intermediate","parphylum","parclass","parorder","parfamily","hosttype","hostorder","hostfamily","hostenv","lat","long","location","numhosts","numsamples","prev"
"662",684,"Eudiplodinium maggi","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"663",685,"Eudiplodinium maggi","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-1.37,36.86,"Nairobi National Park",10,10,NA
"664",686,"Metadinium medium","Diceros bicornis",-1,2,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"665",687,"Metadinium medium","Diceros bicornis",-1,2,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-1.37,36.86,"Nairobi National Park",10,10,NA
"666",688,"Ostracodinium gracile","Diceros bicornis",-1,2,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"667",689,"Ostracodinium mammosum","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"668",690,"Ostracodinium mammosum","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-1.37,36.86,"Nairobi National Park",10,10,NA
"669",691,"Ostracodinium trivesiculatum","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"670",692,"Polyplastron multivesiculatum","Diceros bicornis",-1,2,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ophryoscolecidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"671",693,"Spirodinium equi","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Spirodiniidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"672",694,"Tetratoxum parvum","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ditoxidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"673",695,"Tetratoxum unifasciculatum","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Ditoxidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"674",696,"Theileria bicornis","Diceros bicornis",-1,1,0,0,1,0,"Apicomplexa","Aconoidasida","Piroplasmida","Theileriidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-33.06,26.76,"Great Fish River Reserve Complex, South Africa",11,11,0.545
"675",697,"Toxoplasma gondii","Diceros bicornis",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-19.02,29.15,"Zimbabwe",11,11,0.273
"676",698,"Triadinium galea","Diceros bicornis",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Spirodiniidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-0.4,36.09,"Lake Nakuru National Park, Kenia",9,9,NA
"677",699,"Trypanosoma congolense","Diceros bicornis",-1,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-2.92,37.92,"Ngulia Rhino Sanctuary, Tsavo West National Park, Kenya",1,1,1
"678",700,"Trypanosoma congolense","Diceros bicornis",-1,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-2.92,37.92,"Ngulia Rhino Sanctuary, Tsavo West National Park, Kenya",1,1,1
"679",701,"Trypanosoma congolense","Diceros bicornis",-1,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","ungulates","Perissodactyla","Rhinocerotidae","terrestrial",-2.92,37.92,"Ngulia Rhino Sanctuary, Tsavo West National Park, Kenya",1,1,1
"680",702,"Neospora caninum","Enhydra lutris",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",39.36,-120.8,"California and Washington, USA",115,115,0.148
"681",703,"Neospora caninum","Enhydra lutris",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",46.89,-124.1,"Washington coast",30,30,0.367
"682",704,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",47.79,-123.68,"Olympic National Park, Washington",2,2,1
"683",705,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",39.36,-120.8,"California and Washington, USA",NA,NA,NA
"684",706,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",40.29,-121.65,"Monterey Point, CALIFORNIA",24,24,0.75
"685",707,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.31,-121.35,"Monterey to Point Conception, CALIFORNIA",118,118,0.331
"686",708,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",4,4,1
"687",709,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",2,2,1
"688",710,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",3,3,1
"689",711,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",7,7,1
"690",712,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",5,5,1
"691",713,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",91,91,0.23
"692",714,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.8,-121.95,"Monterey Bay, California",1,1,1
"693",715,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",47.18,-124.19,"Roosevelt Beach, WA",1,1,1
"694",716,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.61,-121.9,"San Carlos Beach, Monterey, CA",1,1,1
"695",717,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",35.37,-120.85,"Morro Bay and Pismo Beach, California",3,3,1
"696",718,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",39.36,-120.8,"California and Washington, USA",22,22,1
"697",719,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",47.75,-120.74,"Washington State, USA",6,6,1
"698",720,"Sarcocystis neurona","Enhydra lutris",-1,2,0,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",39.36,-120.8,"California and Washington, USA",344,344,0.099
"699",721,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",67,67,0.2239
"700",722,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",100,100,0.82
"701",723,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",46.89,-124.1,"Washington coast",30,30,0.6
"702",724,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",46.89,-124.1,"Washington coast",15,15,0.467
"703",725,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.8,-121.95,"Monterey Bay, California",77,77,0.351
"704",726,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.31,-121.35,"Monterey to Point Conception, CALIFORNIA",118,118,0.475
"705",727,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",11,11,1
"706",728,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",29,29,1
"707",729,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",6,6,1
"708",730,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",8,8,1
"709",731,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",9,9,1
"710",732,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.65,-121.79,"California Coast",92,92,0.64
"711",733,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",47.18,-124.19,"Roosevelt Beach, WA",1,1,1
"712",734,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",38.39,-121.57,"Central California",110,110,0.536
"713",735,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",38.39,-121.57,"Central California",223,223,0.516
"714",736,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",38.39,-121.57,"Central California",103,103,0.427
"715",737,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",38.39,-121.57,"Central California",113,113,0.389
"716",738,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",38.39,-121.57,"Central California",150,150,0.407
"717",739,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.8,-121.95,"Monterey Bay, California",1,1,1
"718",740,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",35.37,-120.85,"Morro Bay and Pismo Beach, California",3,3,1
"719",741,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",36.78,-119.42,"California state, USA",13,13,0.385
"720",742,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",47.75,-120.74,"Washington State, USA",10,10,1
"721",743,"Toxoplasma gondii","Enhydra lutris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Mustelidae","marine",39.36,-120.8,"California and Washington, USA",344,344,0.049
"722",744,"Cycloposthium scutigerum","Equus burchellii",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Cycloposthiidae","ungulates","Perissodactyla","Equidae","terrestrial",-28.9,19.15,"South Africa and Namibia",44,44,NA
"723",745,"Cycloposthium scutigerum","Equus caballus",-1,3,NA,NA,NA,NA,"Ciliophora","Litostomatea","Entodiniomorphida","Cycloposthiidae","ungulates","Perissodactyla","Equidae","terrestrial",-28.9,19.15,"South Africa and Namibia",8,8,NA
"724",746,"Balantidium coli","Equus grevyi",1,1,1,1,0,0,"Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",11,11,0.091
"725",747,"Balantidium coli","Equus grevyi",1,1,1,1,0,0,"Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",51,51,0.078
"726",748,"Balantidium coli","Equus grevyi",1,1,1,1,0,0,"Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",36,36,0.083
"727",749,"Balantidium coli","Equus grevyi",1,1,1,1,0,0,"Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",25,25,0.08
"728",751,"Entamoeba coli","Equus grevyi",3,1,1,1,0,0,"Sarcomastigophora","Lobosea","Amoebida","Endamoebidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",36,36,0.111
"729",752,"Entamoeba coli","Equus grevyi",3,1,1,1,0,0,"Sarcomastigophora","Lobosea","Amoebida","Endamoebidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",25,25,0.16
"730",753,"Entamoeba coli","Equus grevyi",3,1,1,1,0,0,"Sarcomastigophora","Lobosea","Amoebida","Endamoebidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",51,51,0.078
"731",754,"Entamoeba histolytica","Equus grevyi",1,3,NA,NA,NA,NA,"Sarcomastigophora","Lobosea","Amoebida","Endamoebidae","ungulates","Perissodactyla","Equidae","terrestrial",-3.78,39.28,"Samburu, Kenya",51,51,0.039
"732",755,"Babesia equi","Equus zebra",-1,1,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Perissodactyla","Equidae","terrestrial",-32.19,25.4,"Mountain Zebra National Park, South Africa",NA,NA,NA
"733",756,"Babesia equi","Equus zebra",-1,1,0,0,1,0,"Apicomplexa","Aconoidasida","Achromatorida","Babesiidae","ungulates","Perissodactyla","Equidae","terrestrial",NA,NA,"Koroo and Bontebok National Parks",20,20,1
"734",757,"Giardia intestinalis","Erignathus barbatus",0,1,1,1,0,0,"Sarcomastigophora","Zoomastigophora","Diplomonadida","Hexamitidae","carnivores","Carnivora","Phocidae","marine",55.29,-77.73,"Nunavik, Quebec, Canada",3,3,0.67
"735",758,"Giardia intestinalis","Erignathus barbatus",0,1,1,1,0,0,"Sarcomastigophora","Zoomastigophora","Diplomonadida","Hexamitidae","carnivores","Carnivora","Phocidae","marine",55.29,-77.73,"Nunavik, Quebec, Canada",4,4,0.75
"736",759,"Neospora caninum","Erignathus barbatus",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Phocidae","marine",65.89,-168.39,"coastal waters of Southeast Alaska to the Bering Strait",8,8,0.125
"737",760,"Toxoplasma gondii","Erignathus barbatus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Phocidae","marine",65.89,-168.39,"coastal waters of Southeast Alaska to the Bering Strait",8,8,0.5
"738",761,"Toxoplasma gondii","Erignathus barbatus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Phocidae","marine",78,16,"Svalbard, Norway",29,29,0.207
"739",762,"Toxoplasma gondii","Erignathus barbatus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Phocidae","marine",78,16,"Svalbard, Norway",80,80,0.125
"740",763,"Toxoplasma gondii","Erignathus barbatus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Phocidae","marine",78,16,"Svalbard, Norway",51,51,0.078
"741",764,"Toxoplasma gondii","Erignathus barbatus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Phocidae","marine",78,16,"Svalbard, Norway",7,7,0.571
"742",765,"Toxoplasma gondii","Erignathus barbatus",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Phocidae","marine",78,16,"Svalbard, Norway",8,8,0.75
"743",766,"Entamoeba coli","Erythrocebus patas",3,1,1,1,0,0,"Sarcomastigophora","Lobosea","Amoebida","Endamoebidae","primates","Primates","Cercopithecidae","terrestrial",13.06,-12.71,"Nikolo Koba",NA,17,0.7
"744",767,"Hepatocystis kochi","Erythrocebus patas",-1,3,0,0,1,0,"Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae","primates","Primates","Cercopithecidae","terrestrial",NA,NA,NA,NA,NA,NA
"745",768,"Iodamoeba butschlii","Erythrocebus patas",0,1,1,1,0,0,"Amoebozoa","Archamoebae","Entamoebida","Entamoebidae","primates","Primates","Cercopithecidae","terrestrial",13.06,-12.71,"Nikolo Koba",NA,17,0.17
"746",769,"Toxoplasma gondii","Eulemur macaco",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","primates","Primates","Lemuridae","terrestrial",-13.42,48.3,"Lokobe",10,10,0.1
"747",770,"Balantidium coli","Eulemur rufus",1,1,1,1,0,0,"Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","primates","Primates","Lemuridae","terrestrial",-20.15,44.22,"Kirindy",29,29,1
"748",771,"Balantidium coli","Eulemur rufus",1,1,1,1,0,0,"Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","primates","Primates","Lemuridae","terrestrial",-20.15,44.22,"Kirindy",24,299,1
"749",772,"Balantidium coli","Eulemur rufus",1,1,1,1,0,0,"Ciliophora","Litostomatea","Vestibuliferida","Balantidiidae","primates","Primates","Lemuridae","terrestrial",-20.15,44.22,"Kirindy",25,359,1
"750",773,"Hepatocystis foleyi","Eulemur rufus",-1,3,0,0,1,0,"Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae","primates","Primates","Lemuridae","terrestrial",-18.766947,46.869107,"Madagascar",NA,NA,NA
"751",774,"Plasmodium girardi","Eulemur rufus",-1,3,0,0,1,0,"Apicomplexa","Aconoidasida","Haemosporida","Plasmodiidae","primates","Primates","Lemuridae","terrestrial",-18.766947,46.869107,"Madagascar",NA,NA,NA
"752",775,"Cytauxzoon manul","Felis manul",-1,2,0,0,1,1,"Apicomplexa","Aconoidasida","Piroplasmida","Theileriidae","carnivores","Carnivora","Felidae","terrestrial",46.86,103.85,"Mongolia",1,1,1
"753",776,"Cystoisospora felis","Felis silvestris",-1,1,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Felidae","terrestrial",40.23,-3.65,"Montes de Toledo and Sierra Morena, Spain",16,16,0.31
"754",777,"Cystoisospora felis","Felis silvestris",-1,1,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Felidae","terrestrial",40.23,-3.65,"Montes de Toledo and Sierra Morena, Spain",19,19,0.44
"755",778,"Eimeria felina","Felis silvestris",-1,2,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Felidae","terrestrial",40.23,-3.65,"Montes de Toledo and Sierra Morena, Spain",16,16,0.19
"756",779,"Neospora caninum","Felis silvestris",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Felidae","terrestrial",42.6,-5.57,"Cantabric coast, Castilla y Leon, Aragon, Central Spain, Valencia, and Seville-Huelva, SPAIN",6,6,0.167
"757",780,"Toxoplasma gondii","Felis silvestris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Felidae","terrestrial",56.84,-4.19,"Angus, Pertshire, Central Highlands, and north and west",23,23,1
"758",781,"Toxoplasma gondii","Felis silvestris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Felidae","terrestrial",23.42,53.85,"United Arab Emirates",7,7,0.286
"759",782,"Toxoplasma gondii","Felis silvestris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Felidae","terrestrial",40.23,-3.65,"Montes de Toledo and Sierra Morena, Spain",16,16,0.13
"760",783,"Toxoplasma gondii","Felis silvestris",3,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Felidae","terrestrial",40.23,-3.65,"Cantabric Coastal region and central Spain, SPAIN",6,6,0.5
"761",784,"Trypanosoma irangiense","Galago demidoff",-1,3,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","primates","Primates","Galagonidae","terrestrial",-0.228021,15.827659,"Congo",NA,NA,NA
"762",785,"Trypanosoma irangiense","Galago demidoff",-1,3,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","primates","Primates","Galagonidae","terrestrial",0,25,"Democratic Republic of Congo",NA,NA,NA
"763",786,"Trypanosoma perodictici","Galago demidoff",-1,3,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","primates","Primates","Galagonidae","terrestrial",-0.228021,15.827659,"Congo",NA,NA,NA
"764",787,"Trypanosoma perodictici","Galago demidoff",-1,3,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","primates","Primates","Galagonidae","terrestrial",0,25,"Democratic Republic of Congo",NA,NA,NA
"765",788,"Trypanosoma perodictici","Galago demidoff",-1,3,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","primates","Primates","Galagonidae","terrestrial",6.5,-9.5,"Liberia",NA,NA,NA
"766",789,"Trypanosoma perodictici","Galago demidoff",-1,3,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","primates","Primates","Galagonidae","terrestrial",6.5,-9.5,"Liberia",NA,NA,NA
"767",790,"Trypanosoma cruzi","Galictis cuja",3,1,0,0,1,0,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Mustelidae","terrestrial",-27.39,-62.26,"Moreno, Santiago del Estero, Argentina",1,1,1
"768",791,"Cystoisospora felis","Genetta genetta",-1,1,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Viverridae","terrestrial",40.23,-3.65,"Montes de Toledo and Sierra Morena, Spain",5,5,0.6
"769",792,"Cystoisospora felis","Genetta genetta",-1,1,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Viverridae","terrestrial",40.23,-3.65,"Montes de Toledo and Sierra Morena, Spain",5,5,0.2
"770",793,"Eimeria felina","Genetta genetta",-1,2,0,1,0,0,"Apicomplexa","Coccidia","Eucoccidiorida","Eimeriidae","carnivores","Carnivora","Viverridae","terrestrial",40.23,-3.65,"Montes de Toledo and Sierra Morena, Spain",5,5,0.2
"771",794,"Leishmania infantum","Genetta genetta",0,1,1,0,1,1,"Euglenozoa","Kinetoplastea","Trypanosomatida","Trypanosomatidae","carnivores","Carnivora","Viverridae","terrestrial",42.6,-5.57,"Cantabric coast, Castilla y Leon, Aragon, Central Spain, and Huelva, SPAIN",4,4,0.25
"772",795,"Neospora caninum","Genetta genetta",-1,1,1,1,0,1,"Apicomplexa","Coccidia","Eucoccidiorida","Sarcocystidae","carnivores","Carnivora","Viverridae","terrestrial",42.6,-5.57,"Cantabric coast, Castilla y Leon, Aragon, Central Spain, Valencia, and Seville-Huelva, SPAIN",19,19,0.053
