gmpdprotname
Onchocerca garmsi
Onchocerca gutturosa
Onchocerca jakutensis
Onchocerca lienalis
Onchocerca ramachandrini
Onchocerca skrjabini
Onchocerca suzukii
Onchocerca volvulus
Oncicola canis
Opisthorchis felineus
Orbivirus African horse sickness virus
Orbivirus Bluetongue virus
Orbivirus Epizootic hemorrhagic disease virus
Orbivirus Orungo virus
Orbivirus Palyam virus
Orchopeas agilis
Orchopeas caedens
Orchopeas howardi
Orchopeas latens
Ornithodoros coriaceus
Ornithodoros porcinus
Ornithodoros talaje
Ornithonyssus bacoti
Ornithonyssus wernecki
Oropsylla arctomys
Oropsylla hirsuta
Oropsylla montana
Orthobunyavirus Akabane virus
Orthobunyavirus Bakau orthobunyavirus
Orthobunyavirus Bunyamwera orthobunyavirus
Orthobunyavirus Bwamba orthobunyavirus
Orthobunyavirus California encephalitis orthobunyavirus
Orthobunyavirus Caraparu orthobunyavirus
Orthobunyavirus Catu orthobunyavirus
Orthobunyavirus Guama orthobunyavirus
Orthobunyavirus Kairi orthobunyavirus
Orthobunyavirus Marituba orthobunyavirus
Orthobunyavirus Oriboca orthobunyavirus
Orthobunyavirus Sathuperi orthobunyavirus
Orthobunyavirus Shamonda orthobunyavirus
Orthobunyavirus Shuni orthobunyavirus
Orthocoelium scoliocoelium
Orthocoelium streptocoelium
Orthohalarachne attenuata
Orthohalarachne diminuata
Orthohepadnavirus Hepatitis B virus
Orthopneumovirus Ovine respiratory syncytial virus
Orthopoxvirus Monkeypox virus
Orthoreovirus Mammalian orthoreovirus
Oslerus osleri
Oslerus pararostratus
Oslerus rostratus
Ostertagia arctica
Ostertagia dikmansi
Ostertagia drozdzi
Ostertagia gruehneri
Ostertagia harrisi
Ostertagia kolchida
Ostertagia leptospicularis
Ostertagia lyrata
Ostertagia mossi
Ostertagia ostertagi
Ostertagia trifurcata
Ostertagia triquetra
Otodectes cynotis
Otostrongylus circumlitus
Oxyuris equi
Oxyuris karamoja
Pachysentis canicola
Pantoea agglomerans
Papiliotrema laurentii
Parabronema bonnei
Parabronema pecariae
Parabronema roundi
Parabronema skrjabini
Paraceras melis
Paracooperia devossi
Paracooperia horaki
Paracooperia serrata
Paracooperioides peleae
Paracoroptes allenopitheci
Paracoroptes gordoni
Parafasciolopsis fasciolaemorpha
Parafilaria bassoni
Parafilaroides decorus
Parafilaroides gymnurus
Parafilaroides normani
Paragonimus africanus
Paragonimus kellicotti
Paragonimus ohirai
Paragonimus pulmonalis
Paragonimus rudis
Paragonimus westermani
Paralibyostrongylus hebrenicutus
Paralibyostrongylus kalinae
Parametorchis complexus
Paramphistomum cervi
