Spp,Label,Order,Zoonosis,Parasite
Acinonyx jubatus,1,Carnivora,Anthrax,Bacillus anthracis
Acinonyx jubatus,1,Carnivora,Toxoplasmosis,Toxoplasma sp.
Ailuropoda melanoleuca,1,Carnivora,Cryptosporidiosis,Cryptosporidium sp.
Ailuropoda melanoleuca,1,Carnivora,Toxoplasmosis,Toxoplasma sp.
Ailurus fulgens,1,Carnivora,Cryptosporidiosis,Cryptosporidium sp.
Aonyx capensis,0,Carnivora,,
Aonyx cinerea,0,Carnivora,,
Arctictis binturong,1,Carnivora,Influenza,Influenza
Arctocephalus australis,1,Carnivora,Anisakiasis,Contracaecum osculatum
Arctocephalus forsteri,1,Carnivora,Toxoplasmosis,Toxoplasma sp.
Arctocephalus galapagoensis,0,Carnivora,,
Arctocephalus gazella,1,Carnivora,Toxoplasmosis,Toxoplasma sp.
Arctocephalus philippii,0,Carnivora,,
Arctocephalus pusillus,1,Carnivora,Toxoplasmosis,Toxoplasma sp.
Arctocephalus townsendi,0,Carnivora,,
Arctocephalus tropicalis,0,Carnivora,,
Arctogalidia trivirgata,0,Carnivora,,
Arctonyx collaris,0,Carnivora,,
Atelocynus microtis,0,Carnivora,,
Atilax paludinosus,1,Carnivora,Paragonimiasis,Paragonimus sp.
Atilax paludinosus,1,Carnivora,Rabies,Lyssavirus Rabies lyssavirus
Bassaricyon alleni,0,Carnivora,,
Bassaricyon beddardi,0,Carnivora,,
Bassaricyon gabbii,0,Carnivora,,
Bassaricyon lasius,0,Carnivora,,
Bassaricyon pauli,0,Carnivora,,
Bassariscus astutus,1,Carnivora,Baylisascariasis,Baylisascaris sp.
Bassariscus astutus,1,Carnivora,Trypanosomiasis - American,Trypanosoma sp.
Bassariscus sumichrasti,0,Carnivora,,
Bdeogale crassicauda,0,Carnivora,,
Bdeogale jacksoni,0,Carnivora,,
Bdeogale nigripes,0,Carnivora,,
Canis aureus,1,Carnivora,Anaplasmosis,Anaplasma sp.
Canis aureus,1,Carnivora,Brucellosis,Brucella sp.
Canis aureus,1,Carnivora,Dipylidiasis,Dipylidium sp.
Canis aureus,1,Carnivora,Dirofilariasis,Dirofilaria immitis
Canis aureus,1,Carnivora,Echinococcosis - multilocular,Echinococcus multilocularis
Canis aureus,1,Carnivora,Echinococcosis - unilocular,Echinococcus granulosus
Canis aureus,1,Carnivora,Ehrlichiosis - human monocytic,Ehrlichia sp.
Canis aureus,1,Carnivora,Giardiasis,Giardia sp.
Canis aureus,1,Carnivora,Leishmaniasis - cutaneous,Leishmania sp.
Canis aureus,1,Carnivora,Leishmaniasis - visceral,Leishmania sp.
Canis aureus,1,Carnivora,Moniliformis and Macracanthorhynchus,Macracanthorhynchus hirudinaceus
Canis aureus,1,Carnivora,Rabies,Lyssavirus Rabies lyssavirus
Canis aureus,1,Carnivora,Toxocariasis,Toxocara sp.
Canis aureus,1,Carnivora,Trichinosis,Trichinella sp.
Canis latrans,1,Carnivora,Anaplasmosis,Anaplasma phagocytophilum
Canis latrans,1,Carnivora,Bartonellosis - other systemic,Bartonella sp.
Canis latrans,1,Carnivora,California encephalitis group,Orthobunyavirus
Canis latrans,1,Carnivora,Cryptosporidiosis,Cryptosporidium sp.
Canis latrans,1,Carnivora,Dirofilariasis,Dirofilaria immitis
Canis latrans,1,Carnivora,Eastern equine encephalitis,Eastern equine encephalitis virus
Canis latrans,1,Carnivora,Echinococcosis - multilocular,Echinococcus multilocularis
Canis latrans,1,Carnivora,Ehrlichiosis - human monocytic,Ehrlichia sp.
Canis latrans,1,Carnivora,Giardiasis,Giardia sp.
Canis latrans,1,Carnivora,Leptospirosis,Leptospira sp.
Canis latrans,1,Carnivora,Lyme disease,Borrelia burgdorferi
Canis latrans,1,Carnivora,Paragonimiasis,Paragonimus sp.
Canis latrans,1,Carnivora,Plague,Yersinia pestis
Canis latrans,1,Carnivora,Powassan,Powassan virus
Canis latrans,1,Carnivora,Rabies,Lyssavirus Rabies lyssavirus
Canis latrans,1,Carnivora,Rocky Mountain spotted fever,Rickettsia rickettsii
Canis latrans,1,Carnivora,Toxocariasis,Toxascaris sp.
Canis latrans,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Canis latrans,1,Carnivora,Trypanosomiasis - American,Trypanosoma cruzi
Canis latrans,1,Carnivora,West Nile fever,West Nile virus
Canis lupus,1,Carnivora,Anaplasmosis,Anaplasma sp.
Canis lupus,1,Carnivora,Bartonellosis - cat borne,Bartonella sp.
Canis lupus,1,Carnivora,Bartonellosis - other systemic,Bartonella sp.
Canis lupus,1,Carnivora,Coenurosis,Taenia sp.
Canis lupus,1,Carnivora,Diphyllobothriasis,Diphyllobothrium sp
Canis lupus,1,Carnivora,Dipylidiasis,Dipylidium caninum
Canis lupus,1,Carnivora,Dirofilariasis,Dirofilaria sp.
Canis lupus,1,Carnivora,Echinococcosis - multilocular,Echinococcus multilocularis
Canis lupus,1,Carnivora,Echinococcosis - unilocular,Echinococcus granulosus
Canis lupus,1,Carnivora,Ehrlichiosis - human monocytic,Ehrlichia sp.
Canis lupus,1,Carnivora,Giardiasis,Giardia sp.
Canis lupus,1,Carnivora,Influenza,Influenza
Canis lupus,1,Carnivora,Leishmaniasis - visceral,Leishmania infantum
Canis lupus,1,Carnivora,Leptospirosis,Leptospira interrogans
Canis lupus,1,Carnivora,Moniliformis and Macracanthorhynchus,Macracanthorhynchus catulinus
Canis lupus,1,Carnivora,Sarcocystosis,Sarcocystis sp.
Canis lupus,1,Carnivora,Toxocariasis,Toxocara canis
Canis lupus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Canis lupus,1,Carnivora,Trichinosis,Trichinella sp.
Canis lupus,1,Carnivora,Yersiniosis,Yersinia sp.
Canis mesomelas,1,Carnivora,Anthrax,Bacillus anthracis
Canis mesomelas,1,Carnivora,Rabies,Lyssavirus Rabies lyssavirus
Canis simensis,1,Carnivora,Rabies,Lyssavirus Rabies lyssavirus
Caracal caracal,1,Carnivora,Anthrax,Bacillus anthracis
Caracal caracal,1,Carnivora,Toxoplasmosis,Toxoplasma sp.
Catopuma badia,0,Carnivora,,
Catopuma temminckii,0,Carnivora,,
Cerdocyon thous,1,Carnivora,Capillariasis - extraintestinal,Capillaria aerophila
Cerdocyon thous,1,Carnivora,Dioctophyma renale infection,Dioctophyma renale
Cerdocyon thous,1,Carnivora,Dipylidiasis,Dipylidium caninum
Cerdocyon thous,1,Carnivora,Leishmaniasis - cutaneous,Leishmania sp.
Cerdocyon thous,1,Carnivora,Leishmaniasis - visceral,Leishmania sp.
Cerdocyon thous,1,Carnivora,Leptospirosis,Leishmania sp.
Cerdocyon thous,1,Carnivora,Rabies,Rabies virus
Cerdocyon thous,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Chrotogale owstoni,1,Carnivora,Influenza,Influenza virus
Chrysocyon brachyurus,1,Carnivora,Dirofilariasis,"Dirofilaria sp.
"
Chrysocyon brachyurus,1,Carnivora,Leishmaniasis - visceral,Leishmania sp.
Chrysocyon brachyurus,1,Carnivora,Leptospirosis,Leptospira interrogans
Chrysocyon brachyurus,1,Carnivora,Rabies,Rabies virus
Chrysocyon brachyurus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Civettictis civetta,1,Carnivora,Rabies,Rabies virus
Conepatus chinga,1,Carnivora,Leptospirosis,Leishmania sp.
Conepatus humboldtii,0,Carnivora,,
Conepatus leuconotus,0,Carnivora,,
Conepatus semistriatus,0,Carnivora,,
Crocuta crocuta,1,Carnivora,Dipylidiasis,Dipylidium sp.
Crocuta crocuta,1,Carnivora,Echinococcosis - unilocular,Echinococcus sp.
Crocuta crocuta,1,Carnivora,Rabies,Rabies virus
Crocuta crocuta,1,Carnivora,Trypanosomiasis - African,Trypanosoma (Trypanozoon) brucei gambiense and T. b. rhodesiense
Crossarchus alexandri,0,Carnivora,,
Crossarchus ansorgei,0,Carnivora,,
Crossarchus obscurus,1,Carnivora,Paragonimiasis,Paragonimus sp.
Crossarchus platycephalus,0,Carnivora,,
Cryptoprocta ferox,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Cuon alpinus,0,Carnivora,,
Cynictis penicillata,1,Carnivora,Rabies,Rabies virus
Cynogale bennettii,0,Carnivora,,
Cystophora cristata,1,Carnivora,Cryptosporidiosis,Cryptosporidium spp.
Cystophora cristata,1,Carnivora,Giardiasis,Giardia spp.
Cystophora cristata,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Diplogale hosei,0,Carnivora,,
Dologale dybowskii,0,Carnivora,,
Dusicyon australis,0,Carnivora,,
Eira barbara,1,Carnivora,Mayaro,Mayaro virus
Eira barbara,1,Carnivora,Yellow fever,Yellow fever virus
Enhydra lutris,1,Carnivora,Campylobacteriosis,Campylobacter spp.
Enhydra lutris,1,Carnivora,Coccidioidomycosis,Coccidioides immitis
Enhydra lutris,1,Carnivora,Histoplasmosis,Histoplasma capsulatum var. capsulatum 
Enhydra lutris,1,Carnivora,Salmonellosis,Salmonella spp.
Erignathus barbatus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Eumetopias jubatus,1,Carnivora,Q-fever,Coxiella burnetii 
Eupleres goudotii,0,Carnivora,,
Felis bieti,0,Carnivora,,
Felis catus,1,Carnivora,Bartonellosis - cat borne,Bartonella sp.
Felis catus,1,Carnivora,Cryptosporidiosis,Cryptosporidium sp.
Felis catus,1,Carnivora,Dipylidiasis,Dipylidium caninum
Felis catus,1,Carnivora,Dirofilariasis,Dirofilaria sp.
Felis catus,1,Carnivora,Giardiasis,Giardia sp.
Felis catus,1,Carnivora,Leishmaniasis - cutaneous,Leishmania sp.
Felis catus,1,Carnivora,Leishmaniasis - mucocutaneous,Leishmania spp.
Felis catus,1,Carnivora,Leishmaniasis - visceral,Leishmania spp.
Felis catus,1,Carnivora,Toxocariasis,Toxocara spp.
Felis catus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Felis chaus,0,Carnivora,,
Felis manul,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Felis margarita,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Felis nigripes,1,Carnivora,Leishmaniasis - cutaneous,
Felis nigripes,1,Carnivora,Leishmaniasis - mucocutaneous,
Felis silvestris,1,Carnivora,Bartonellosis - cat borne,Bartonella sp.
Felis silvestris,1,Carnivora,Bartonellosis - other systemic,Bartonella sp.
Felis silvestris,1,Carnivora,Dirofilariasis,Dirofilaria sp.
Felis silvestris,1,Carnivora,Leptospirosis,Leptospira sp.
Felis silvestris,1,Carnivora,Thelaziasis,Thelazia sp.
Felis silvestris,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Fossa fossana,0,Carnivora,,
Galerella flavescens,0,Carnivora,,
Galerella ochracea,0,Carnivora,,
Galerella pulverulenta,0,Carnivora,,
Galerella sanguinea,0,Carnivora,,
Galictis cuja,1,Carnivora,Dioctophyma renale infection,Dioctophyma renale
Galictis vittata,0,Carnivora,,
Galidia elegans,0,Carnivora,,
Galidictis fasciata,0,Carnivora,,
Galidictis grandidieri,0,Carnivora,,
Genetta abyssinica,0,Carnivora,,
Genetta angolensis,0,Carnivora,,
Genetta bourloni,0,Carnivora,,
Genetta cristata,0,Carnivora,,
Genetta genetta,1,Carnivora,Echinococcosis - multilocular,Echinococcus spp.
Genetta genetta,1,Carnivora,Echinococcosis - unilocular,Echinococcus granulosus
Genetta genetta,1,Carnivora,Leishmaniasis - cutaneous,Leishmania spp.
Genetta genetta,1,Carnivora,Leishmaniasis - visceral,Leishmania infantum 
Genetta genetta,1,Carnivora,Leptospirosis,Leptospira interrogans 
Genetta genetta,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Genetta genetta,1,Carnivora,Trypanosomiasis - African,
Genetta johnstoni,0,Carnivora,,
Genetta maculata,0,Carnivora,,
Genetta pardina,0,Carnivora,,
Genetta piscivora,0,Carnivora,,
Genetta poensis,0,Carnivora,,
Genetta servalina,1,Carnivora,Trypanosomiasis - African,Trypanosoma brucei gambiense 
Genetta thierryi,0,Carnivora,,
Genetta tigrina,0,Carnivora,,
Genetta victoriae,0,Carnivora,,
Gulo gulo,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Halichoerus grypus,1,Carnivora,Anisakiasis,Anisakis simplex
Halichoerus grypus,1,Carnivora,Campylobacteriosis,Campylobacter spp.
Halichoerus grypus,1,Carnivora,Pseudocowpox,Pseudocowpox
Halichoerus grypus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Helarctos malayanus,0,Carnivora,,
Helogale hirtula,0,Carnivora,,
Helogale parvula,0,Carnivora,,
Hemigalus derbyanus,0,Carnivora,,
Herpestes brachyurus,1,Carnivora,Herpes B infection,
Herpestes edwardsi,1,Carnivora,Herpes B infection,
Herpestes fuscus,1,Carnivora,Rabies,
Herpestes ichneumon,1,Carnivora,Leishmaniasis - visceral,Leishmania spp.
Herpestes ichneumon,1,Carnivora,Leptospirosis,Leptospira interrogans 
Herpestes ichneumon,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Herpestes javanicus,1,Carnivora,Campylobacteriosis,Campylobacter spp.
Herpestes javanicus,1,Carnivora,Rabies,Rabies virus
Herpestes javanicus,1,Carnivora,Salmonellosis,Salmonella 
Herpestes naso,1,Carnivora,Herpes B infection,
Herpestes semitorquatus,1,Carnivora,Herpes B infection,
Herpestes smithii,1,Carnivora,Herpes B infection,
Herpestes urva,1,Carnivora,Herpes B infection,
Herpestes vitticollis,1,Carnivora,Herpes B infection,
Histriophoca fasciata,0,Carnivora,,
Hyaena brunnea,0,Carnivora,,
Hyaena hyaena,1,Carnivora,Echinococcosis - multilocular,Echinococcus multilocularis
Hyaena hyaena,1,Carnivora,Echinococcosis - unilocular,Echinococcus granulosus
Hydrictis maculicollis,0,Carnivora,,
Hydrurga leptonyx,0,Carnivora,,
Ichneumia albicauda,0,Carnivora,,
Ictonyx libyca,0,Carnivora,,
Ictonyx striatus,0,Carnivora,,
Leopardus braccatus,0,Carnivora,,
Leopardus colocolo,1,Carnivora,Toxoplasmosis,Toxoplasma gondii  
Leopardus geoffroyi,1,Carnivora,Dirofilariasis,Dirofilaria spp.
Leopardus geoffroyi,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Leopardus guigna,0,Carnivora,,
Leopardus jacobitus,0,Carnivora,,
Leopardus pajeros,0,Carnivora,,
Leopardus pardalis,1,Carnivora,Dirofilariasis,Dirofilaria immitis
Leopardus pardalis,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Leopardus tigrinus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Leopardus wiedii,1,Carnivora,Dirofilariasis,Dirofilaria immitis
Leopardus wiedii,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Leptailurus serval,1,Carnivora,Leptospirosis,Leptospira sp.
Leptonychotes weddellii,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Liberiictis kuhni,0,Carnivora,,
Lobodon carcinophaga,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Lontra canadensis,1,Carnivora,Diphyllobothriasis,Diphyllobothrium dendriticum 
Lontra canadensis,1,Carnivora,Giardiasis,Giardia sp.
Lontra felina,0,Carnivora,,
Lontra longicaudis,0,Carnivora,,
Lontra provocax,0,Carnivora,,
Lutra lutra,1,Carnivora,Diphyllobothriasis,Diphyllobothrium latum
Lutra lutra,1,Carnivora,Dirofilariasis,Dirofilaria immitis
Lutra lutra,1,Carnivora,Metorchiasis,Metorchis sp.
Lutra lutra,1,Carnivora,Microsporidiosis,Encephalitozoon cuniculi 
Lutra lutra,1,Carnivora,Opisthorchiasis,Opisthorchis sp. 
Lutra lutra,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Lutra nippon,0,Carnivora,,
Lutra sumatrana,0,Carnivora,,
Lutrogale perspicillata,0,Carnivora,,
Lycalopex culpaeus,0,Carnivora,,
Lycalopex fulvipes,0,Carnivora,,
Lycalopex griseus,1,Carnivora,Leptospirosis,Leptospira sp.
Lycalopex gymnocercus,1,Carnivora,Echinococcosis - unilocular,Echinococcus granulosus
Lycalopex sechurae,0,Carnivora,,
Lycalopex vetulus,1,Carnivora,Leishmaniasis - visceral,Leishmania sp.
Lycaon pictus,1,Carnivora,Echinococcosis - unilocular,Echinococcus granulosus
Lycaon pictus,1,Carnivora,Rabies,Rabies virus
Lyncodon patagonicus,0,Carnivora,,
Lynx canadensis,1,Carnivora,Cryptosporidiosis,Cryptosporidium spp.
Lynx canadensis,1,Carnivora,Giardiasis,Giardia lamblia 
Lynx canadensis,1,Carnivora,Plague,Yersinia pestis 
Lynx canadensis,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Lynx lynx,1,Carnivora,Cryptosporidiosis,Cryptosporidium spp.
Lynx lynx,1,Carnivora,Diphyllobothriasis,Diphyllobothrium latum
Lynx lynx,1,Carnivora,Echinococcosis - American polycystic,Echinococcus spp.
Lynx lynx,1,Carnivora,Giardiasis,Giardia spp.
Lynx lynx,1,Carnivora,Leishmaniasis - visceral,Leishmania spp.
Lynx lynx,1,Carnivora,Leptospirosis,Leptospira spp.
Lynx lynx,1,Carnivora,Plague,Yersinia pestis 
Lynx lynx,1,Carnivora,Rabies,Rabies virus
Lynx lynx,1,Carnivora,Thelaziasis,Thelazia callipaeda 
Lynx lynx,1,Carnivora,Toxocariasis,Toxocara spp.
Lynx lynx,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Lynx lynx,1,Carnivora,Trichinosis,Trichinella spp.
Lynx lynx,1,Carnivora,Trypanosomiasis - American,Trypanosoma cruzi
Lynx lynx,1,Carnivora,Tuberculosis,Mycobacterium bovis 
Lynx lynx,1,Carnivora,Vaccinia and cowpox,Orthopoxvirus
Lynx pardinus,1,Carnivora,Leishmaniasis - visceral,Leishmania spp.
Lynx pardinus,1,Carnivora,Leptospirosis,Leptospira spp.
Lynx pardinus,1,Carnivora,Toxocariasis,Toxocara spp.
Lynx pardinus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Lynx rufus,1,Carnivora,Cryptosporidiosis,Cryptosporidium spp.
Lynx rufus,1,Carnivora,Echinococcosis - American polycystic,Echinococcus spp.
Lynx rufus,1,Carnivora,Giardiasis,Giardia lamblia 
Lynx rufus,1,Carnivora,Plague,Yersinia pestis 
Lynx rufus,1,Carnivora,Rabies,Rabies
Lynx rufus,1,Carnivora,Toxocariasis,Toxocara cati 
Lynx rufus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Lynx rufus,1,Carnivora,Trypanosomiasis - American,Trypanosoma cruzi
Macrogalidia musschenbroekii,0,Carnivora,,
Martes americana,1,Carnivora,Dioctophyma renale infection,Dioctophyma renale
Martes flavigula,0,Carnivora,,
Martes foina,1,Carnivora,Dirofilariasis,Dirofilaria repens 
Martes foina,1,Carnivora,Rabies,Rabies virus
Martes foina,1,Carnivora,Thelaziasis,Thelazia callipaeda
Martes foina,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Martes foina,1,Carnivora,Trichinosis,Trichinella spp.
Martes foina,1,Carnivora,Tularemia,Francisella tularensis 
Martes gwatkinsii,0,Carnivora,,
Martes martes,1,Carnivora,Dioctophyma renale infection,Dioctophyma renale
Martes martes,1,Carnivora,Dirofilariasis,
Martes martes,1,Carnivora,Japanese spotted fever,Rickettsia japonica
Martes martes,1,Carnivora,Leishmaniasis - visceral,Leishmania spp.
Martes martes,1,Carnivora,Microsporidiosis,Encephalitozoon cuniculi 
Martes martes,1,Carnivora,Rabies,Rabies virus
Martes martes,1,Carnivora,Sarcocystosis,Sarcocystis spp.
Martes martes,1,Carnivora,Thelaziasis,Thelazia spp.
Martes martes,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Martes martes,1,Carnivora,Trichinosis,Trichinella spp.
Martes martes,1,Carnivora,Tularemia,Francisella tularensis 
Martes melampus,1,Carnivora,Japanese spotted fever,Rickettsia japonica
Martes melampus,1,Carnivora,Sarcocystosis,Sarcocystis spp.
Martes melampus,1,Carnivora,Trichinosis,Trichinella spp.
Martes pennanti,1,Carnivora,Sarcocystosis,Sarcocystis spp.
Martes pennanti,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Martes zibellina,0,Carnivora,,
Meles anakuma,1,Carnivora,Sarcocystosis,Sarcocystis spp.
Meles leucurus,0,Carnivora,,
Meles meles,1,Carnivora,Bartonellosis - cat borne,Bartonella sp.
Meles meles,1,Carnivora,Bartonellosis - other systemic,Bartonella spp.
Meles meles,1,Carnivora,Bunyaviridae infections - misc.,
Meles meles,1,Carnivora,Dirofilariasis,
Meles meles,1,Carnivora,Histoplasmosis,Histoplasma capsulatum var. capsulatum 
Meles meles,1,Carnivora,Leishmaniasis - visceral,Leishmania spp.
Meles meles,1,Carnivora,Leptospirosis,Leptospira spp.
Meles meles,1,Carnivora,Sarcocystosis,Sarcocystis spp.
Meles meles,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Meles meles,1,Carnivora,Trichinosis,Trichinella spp.
Meles meles,1,Carnivora,Tuberculosis,Mycobacterium 
Mellivora capensis,1,Carnivora,Rabies,Rabies virus
Melogale everetti,0,Carnivora,,
Melogale moschata,1,Carnivora,Rabies,Rabies virus
Melogale moschata,1,Carnivora,SARS,Coronavirus
Melogale orientalis,0,Carnivora,,
Melogale personata,0,Carnivora,,
Melursus ursinus,0,Carnivora,,
Mephitis macroura,1,Carnivora,West Nile fever,West Nile virus 
Mephitis mephitis,1,Carnivora,Anaplasmosis,Anaplasma sp.
Mephitis mephitis,1,Carnivora,California encephalitis group,California encephalitis
Mephitis mephitis,1,Carnivora,Paragonimiasis,Paragonimus sp.
Mephitis mephitis,1,Carnivora,Powassan,Flavivirus sp.
Mephitis mephitis,1,Carnivora,Rabies,Lyssavirus Rabies lyssavirus
Mephitis mephitis,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Mephitis mephitis,1,Carnivora,Trypanosomiasis - American,Trypanosoma cruzi
Mephitis mephitis,1,Carnivora,Tularemia,Francisella tularensis 
Mephitis mephitis,1,Carnivora,West Nile fever,West Nile virus 
Mirounga angustirostris,1,Carnivora,Influenza,Influenza virus
Mirounga leonina,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Monachus monachus,1,Carnivora,Dirofilariasis,Dirofilaria spp.
Monachus monachus,1,Carnivora,Leptospirosis,Leptospira spp.
Monachus monachus,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Monachus monachus,1,Carnivora,West Nile fever,West Nile virus 
Monachus schauinslandi,1,Carnivora,Dirofilariasis,Dirofilaria spp.
Monachus schauinslandi,1,Carnivora,Leptospirosis,Leptospira spp.
Monachus schauinslandi,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Monachus tropicalis,0,Carnivora,,
Mungos gambianus,0,Carnivora,,
Mungos mungo,1,Carnivora,Leptospirosis,Leptospira interrogans 
Mungos mungo,1,Carnivora,Tuberculosis,Mycobacterium tuberculosis 
Mungos mungo,1,Carnivora,Vaccinia and cowpox,Cowpox virus
Mungotictis decemlineata,0,Carnivora,,
Mustela africana,0,Carnivora,,
Mustela altaica,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Mustela erminea,1,Carnivora,Cryptosporidiosis,Cryptosporidium
Mustela erminea,1,Carnivora,Trichinosis,Trichinella spp.
Mustela eversmanii,0,Carnivora,,
Mustela felipei,0,Carnivora,,
Mustela frenata,0,Carnivora,,
Mustela itatsi,1,Carnivora,Gnathostomiasis,Gnathostoma nipponicum
Mustela kathiah,0,Carnivora,,
Mustela lutreola,1,Carnivora,Leptospirosis,Leptospira spp.
Mustela lutreola,1,Carnivora,Lyme disease,Borrelia spp.
Mustela lutreolina,0,Carnivora,,
Mustela nigripes,0,Carnivora,,
Mustela nivalis,1,Carnivora,Leishmaniasis - cutaneous,Leishmania spp.
Mustela nudipes,0,Carnivora,,
Mustela putorius,1,Carnivora,Dirofilariasis,Dirofilaria sp.
Mustela putorius,1,Carnivora,Leptospirosis,Leptospira interrogans
Mustela putorius,1,Carnivora,Rabies,Rabies virus
Mustela putorius,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Mustela sibirica,1,Carnivora,Gnathostomiasis,Gnathostoma spp.
Mustela strigidorsa,0,Carnivora,,
Mustela subpalmata,0,Carnivora,,
Mydaus javanensis,0,Carnivora,,
Mydaus marchei,0,Carnivora,,
Nandinia binotata,1,Carnivora,Trypanosomiasis - African,Trypanosoma brucei gambiense
Nasua narica,1,Carnivora,Baylisascariasis,Baylisascaris procyonis
Nasua narica,1,Carnivora,Rabies,Rabies virus
Nasua narica,1,Carnivora,Trypanosomiasis - American,Trypanosoma cruzi
Nasua nasua,1,Carnivora,Baylisascariasis,Baylisascaris procyonis
Nasua nasua,1,Carnivora,Leishmaniasis - cutaneous,Leishmania spp.
Nasua nasua,1,Carnivora,Leptospirosis,Leptospira spp.
Nasua nasua,1,Carnivora,Mayaro,Mayaro virus
Nasua nasua,1,Carnivora,Paragonimiasis,Paragonimus spp.
Nasua nasua,1,Carnivora,Rabies,Rabies virus
Nasua nasua,1,Carnivora,Trypanosomiasis - American,Trypanosoma cruzi
Nasua nasua,1,Carnivora,Tuberculosis,Mycobacterium
Nasua nasua,1,Carnivora,Vaccinia and cowpox,Orthopoxvirus
Nasuella olivacea,0,Carnivora,,
Neofelis nebulosa,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Neophoca cinerea,1,Carnivora,Cryptosporidiosis,
Neophoca cinerea,1,Carnivora,Giardiasis,Giardia duodenalis
Neovison macrodon,0,Carnivora,,
Neovison vison,1,Carnivora,Influenza,Influenza virus
Neovison vison,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Nyctereutes procyonoides,1,Carnivora,Anaplasmosis,Anaplasma sp.
Nyctereutes procyonoides,1,Carnivora,Dipylidiasis,Dipylidium caninum
Nyctereutes procyonoides,1,Carnivora,Dirofilariasis,Dirofilaria immitis
Nyctereutes procyonoides,1,Carnivora,Echinococcosis - multilocular,Echinococcus multilocularis
Nyctereutes procyonoides,1,Carnivora,Leishmaniasis - visceral,Leishmania sp.
Nyctereutes procyonoides,"Lossi (RC), Lope  (Gabon), ",Carnivora,Paragonimiasis,Paragonimus westermani
Nyctereutes procyonoides,1,Carnivora,Rabies,Lyssavirus Rabies lyssavirus
Nyctereutes procyonoides,1,Carnivora,Sarcocystosis,Sarcocystis sp.
Nyctereutes procyonoides,1,Carnivora,SARS,Coronavirus
Nyctereutes procyonoides,1,Carnivora,Toxocariasis,Toxocara spp.
Nyctereutes procyonoides,1,Carnivora,Toxoplasmosis,Toxoplasma gondii
Nyctereutes procyonoides,1,Carnivora,Trichinosis,Trichinella spp.
Nyctereutes procyonoides,1,Carnivora,Tularemia,Francisella tularensis 
Odobenus rosmarus,1,Carnivora,Coccidioidomycosis,Coccidioides sp.
Odobenus rosmarus,1,Carnivora,Trichinosis,Trichinella spiralis
Ommatophoca rossii,0,Carnivora,,
Otaria flavescens,1,Carnivora,Salmonellosis,Salmonella 
Otocyon megalotis,1,Carnivora,Rabies,Rabies virus
Pagophilus groenlandicus,0,Carnivora,,
Paguma larvata,1,Carnivora,Campylobacteriosis,Campylobacter spp.
Paguma larvata,1,Carnivora,Rabies,Rabies virus
Paguma larvata,1,Carnivora,Salmonellosis,Salmonella 
Paguma larvata,1,Carnivora,SARS,Coronavirus
Paguma larvata,1,Carnivora,Yersiniosis,Yersinia spp.
Panthera leo,1,Carnivora,Anaplasmosis,Anaplasma phagocytophilum
Panthera leo,1,Carnivora,Anthrax,Bacillus anthracis
Panthera leo,1,Carnivora,Echinococcosis - unilocular,Echinococcus granulosus
Panthera leo,1,Carnivora,Ehrlichiosis - human monocytic,
Panthera leo,1,Carnivora,Gnathostomiasis,Gnathostoma spinigerum
