ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,ParasiteCorrectedName.updated,ParasiteReportedName,XC_ZooScore,Type,ParPhylum,ParClass,ParOrder,ParFamily,intra_extra,spec_confd_int,ref_int,site_raw,site_system,spec_confd_site,ref_site,geo_dist,spec_confd_geo,ref_geo,dom_host,spec_confd_dom_host,ref_dom_host,dom_hostname,spec_confd_dom_hostname,ref_dom_hostname,flagella,spec_confd_flag,ref_flag,cyst,spec_confd_cyst,ref_cyst,sexual,spec_confd_sex,ref_sex,transmission,spec_confd_trans,ref_trans,other_host,spec_confd_other,ref_other,note
Leishmania braziliensis,Leishmania braziliensis,Leishmania braziliensis,0,Flagellate,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,1,,"Vaccaro 2000, Aikawa & Sterling 1974","skin, liver, spleen; macrophages of skin or viscera","multi: integumentary, digestive, lymphatic, immune",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,rodents,,Gutteridge & Coombs 1977,yes,,Gutteridge & Coombs 1977,,,,,,,,,,,,,
Leishmania chagasi,Leishmania chagasi,Leishmania chagasi,0,Flagellate,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,1,,"Vaccaro 2000, Aikawa & Sterling 1974","skin, liver, spleen; macrophages of skin or viscera","multi: integumentary, digestive, lymphatic, immune",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,yes,,Gutteridge & Coombs 1977,,,,,,,,,,,,,
Leishmania donovani,Leishmania donovani,Leishmania donovani,0,Flagellate,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,1,,"Vaccaro 2000, Aikawa & Sterling 1974","skin, liver, spleen; macrophages of skin or viscera","multi: integumentary, digestive, lymphatic, immune",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,"dogs, rodents",,Gutteridge & Coombs 1977,yes,,Gutteridge & Coombs 1977,,,,,,,,,,,,,
Leishmania infantum,Leishmania infantum,Leishmania infantum,0,Flagellate,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,1,,"Vaccaro 2000, Aikawa & Sterling 1974","skin, liver, spleen; macrophages of skin or viscera","multi: integumentary, digestive, lymphatic, immune",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,yes,,Gutteridge & Coombs 1977,,,,,,,,,,,,,
Leishmania shawi,Leishmania shawi,Leishmania (Viannia) shawi,1,Flagellate,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,1,,"Vaccaro 2000, Aikawa & Sterling 1974","skin, liver, spleen; macrophages of skin or viscera","multi: integumentary, digestive, lymphatic, immune",genus,"Vaccaro 2000, Gutteridge & Coombs 1977",tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,yes,,Gutteridge & Coombs 1977,,,,,,,,,,,,,
Metadinium medium,Metadinium medium,Metadinium medium,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neospora caninum,Neospora caninum,Neospora caninum,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostracodinium gracile,Ostracodinium gracile,Ostracodinium gracile,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostracodinium mammosum,Ostracodinium mammosum,Ostracodinium mammosum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostracodinium trivesiculatum,Ostracodinium trivesiculatum,Ostracodinium trivesiculatum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraisotricha minuta,Paraisotricha minuta,Paraisotricha minuta,-1,Ciliate,Ciliophora,Litostomatea,Vestibuliferida,Paraisotrichidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraplagiopyla kiboko,Paraplagiopyla kiboko,Paraplagiopyla kiboko,-1,Ciliate,Ciliophora,Plagiopylea,Plagiopylida,Plagiopylidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parentodinium africanum,Parentodinium africanum,Parentodinium africanum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Parentodiniidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parentodinium ostrea,Parentodinium ostrea,Parentodinium ostrea,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Parentodiniidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentatrichomonas hominis,Pentatrichomonas hominis,Pentatrichomoas hominis,0,Flagellate,Metamonada,Parabasalia,Trichomonadida,Trichomonadidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasmodium brasilianum,Plasmodium brasilianum,Plasmodium brasilianum,3,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium coatneyi,Plasmodium coatneyi,Plasmodium coatneyi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium cynomolgi,Plasmodium cynomolgi,Plasmodium cynomolgi,2,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium eylesi,Plasmodium eylesi,Plasmodium eylesi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium falciparum,Plasmodium falciparum,Plasmodium falciparum,0,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium fieldi,Plasmodium fieldi,Plasmodium fieldi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium fragile,Plasmodium fragile,Plasmodium fragile,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium gaboni,Plasmodium gaboni,Plasmodium gaboni,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium georgesi,Plasmodium georgesi,Plasmodium georgesi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium girardi,Plasmodium girardi,Plasmodium girardi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium gonderi,Plasmodium gonderi,Plasmodium gonderi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium hylobati,Plasmodium hylobati,Plasmodium hylobati,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium inui,Plasmodium inui,Plasmodium inui,2,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium jefferyi,Plasmodium jefferyi,Plasmodium jefferyi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium knowlesi,Plasmodium knowlesi,Plasmodium knowlesi,3,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium petersi,Plasmodium petersi,Plasmodium petersi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium pitheci,Plasmodium pitheci,Plasmodium pitheci,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium reichenowi,Plasmodium reichenowi,Plasmodium reichenowi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium rodhaini,Plasmodium malariae,Plasmodium malariae,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium schwetzi,Plasmodium schwetzi,Plasmodium schwetzi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium shortii,Plasmodium shortii,Plasmodium shortii,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium simiovale,Plasmodium simiovale,Plasmodium simiovale,0,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium simium,Plasmodium simium,Plasmodium simium,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium vivax,Plasmodium vivax,Plasmodium vivax,0,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Plasmodium youngi,Plasmodium youngi,Plasmodium youngi,-1,Sporozoan,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,1,species,"Vaccaro 2000, Aikawa & Sterling 1974","red blood cells, liver, CNS","multi: circulatory, digestive, nervous",genus,Vaccaro 2000,tropics,genus,Gutteridge & Coombs 1977 pg. 5,,,,,,,no,genus,Wikipedia,yes,genus,Wikipedia,yes,genus,Wikipedia,insect vector,genus,Wikipedia,,,,
Polyplastron multivesiculatum,Polyplastron multivesiculatum,Polyplastron multivesiculatum,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Ophryoscolecidae,,,,,,,,widespread,,Dufour,,,,,,,,,,,,,,,,,,,,,,
Prototapirella gorillae,Prototapirella gorillae,Prototapirella gorillae,-1,Ciliate,Ciliophora,Litostomatea,Entodiniomorphida,Cycloposthiidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retortamonas intestinalis,Retortamonas intestinalis,Retortamonas intestinalis,0,Flagellate,Metamonada,Eopharyngia,Retortamonadida,Retortamonadidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarcocystis alces,Sarcocystis alces,Sarcoystis alces n sp.,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis alceslatrans,Sarcocystis alceslatrans,Sarcocystis alceslatrans,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis americana,Sarcocystis americana,Sarcocystis americana,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis arctosi,Sarcocystis arctosi,Sarcocystis arctosi,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",widespread,,Dufour,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis arieticanis,Sarcocystis arieticanis,Sarcocystis arieticanus,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis axicuonis,Sarcocystis axicuonis,Sarcocystis axicuonis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis camelopardalis,Sarcocystis camelopardalis,Sarcocystis camelopardalis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis capracanis,Sarcocystis capracanis,Sarcocystis capracanis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis capreolicanis,Sarcocystis capreolicanis,Sarcocystis capreolicanis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis danzani,Sarcocystis danzani,Sarcocystis danzani,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis dubeyella,Sarcocystis dubeyella,Sarcocystis dubeyella,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis elegans,Sarcocystis elegans,Sarcocystis elegans,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis felis,Sarcocystis felis,Sarcocystis felis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis fusiformis,Sarcocystis fusiformis,Sarcocystis fusiformis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis gazellae,Sarcocystis gazellae,Sarcocystis gazellae,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis giraffae,Sarcocystis giraffae,Sarcocystis giraffae,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis grueneri,Sarcocystis grueneri,Sarcocystis grueneri,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis hardangeri,Sarcocystis hardangeri,Sarcocystis hardangeri,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis hemioni,Sarcocystis hemioni,Sarcocystis hemioni,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
Sarcocystis hemionilatrantis,Sarcocystis hemionilatrantis,Sarcocystis hemionilatrantis,-1,Sporozoan,Apicomplexa,Coccidia,Eucoccidiorida,Sarcocystidae,1,genus,Aikawa & Sterling 1974 pg. 42,"muscles, gut","muscular, digestive",genus,"Aikawa & Sterling 1974 pg. 42, Wikipedia",,,,yes,genus,Wikipedia,,,,no,genus,Wikipedia,yes,genus,Aikawa & Sterling 1974 pg. 42,yes,genus,Wikipedia,"fecal-oral, ingestion, predator-prey",genus,Wikipedia,,,,
