"","protname","prot_degree","prot_normalised.degree","prot_species.specificity.index","prot_betweenness","prot_weighted.betweenness","prot_closeness","prot_weighted.closeness","prot_proportional.generality","mean_host_degree","mean_host_normalised.degree","mean_host_species.specificity.index","mean_host_betweenness","mean_host_weighted.betweenness","mean_host_closeness","mean_host_weighted.closeness","mean_host_proportional.generality"
"209","Eudiplodinium maggi",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"210","Metadinium medium",2,0.00447427293064877,0.706313615730871,3.41264662532357e-06,2.74458132491042e-07,0.000519355554313553,0.000286553924246995,0.00921578005123228,52,0.026026026026026,0.143757768348267,0.00765350259271346,0.000631044401277903,0.00290741253103703,0.00138895471333533,0.0479243104231325
"211","Ostracodinium gracile",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"212","Ostracodinium mammosum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"213","Ostracodinium trivesiculatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"214","Paraisotricha minuta",1,0.00223713646532438,1,0,0,0.00044577867243106,0.000199834164487824,0.00460789002561614,10,0.005005005005005,0.315514379998724,0,0,0.00235281424357957,0.00062121585760693,0.00921621354291009
"215","Paraplagiopyla kiboko",1,0.00223713646532438,1,0,0,0.00044577867243106,0.000199834164487824,0.00460789002561614,10,0.005005005005005,0.315514379998724,0,0,0.00235281424357957,0.00062121585760693,0.00921621354291009
"216","Parentodinium africanum",1,0.00223713646532438,1,0,0,0.00044577867243106,0.000199834164487824,0.00460789002561614,10,0.005005005005005,0.315514379998724,0,0,0.00235281424357957,0.00062121585760693,0.00921621354291009
"217","Parentodinium ostrea",1,0.00223713646532438,1,0,0,0.00044577867243106,0.000199834164487824,0.00460789002561614,10,0.005005005005005,0.315514379998724,0,0,0.00235281424357957,0.00062121585760693,0.00921621354291009
"218","Polyplastron multivesiculatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"219","Prototapirella gorillae",1,0.00223713646532438,1,0,0,0.000500190372925768,0.000204101376734204,0.00460789002561614,54,0.027027027027027,0.134264815051603,0.0101842115563744,0.00146861620956363,0.0029020712955238,0.0013263839056527,0.0497675531317145
"220","Sarcocystis alces",1,0.00223713646532438,1,0,0,0.000521713787707222,0.000205308221161633,0.00460789002561614,55,0.0275275275275275,0.13300440451755,0.00712381422748824,0.000217045016451404,0.00308901453848698,0.00150301765391488,0.0506891744860055
"221","Sarcocystis hardangeri",1,0.00223713646532438,1,0,0,0.000499310570467361,0.000204357512511134,0.00460789002561614,40,0.02002002002002,0.156562344296057,0.00358264780007822,2.62284659610805e-05,0.00299287229924877,0.00142479928985921,0.0368648541716404
"222","Sarcocystis ovalis",1,0.00223713646532438,1,0,0,0.000521713787707222,0.000205308221161633,0.00460789002561614,55,0.0275275275275275,0.13300440451755,0.00712381422748824,0.000217045016451404,0.00308901453848698,0.00150301765391488,0.0506891744860055
"223","Sarcocystis scandinavica",1,0.00223713646532438,1,0,0,0.000521713787707222,0.000205308221161633,0.00460789002561614,55,0.0275275275275275,0.13300440451755,0.00712381422748824,0.000217045016451404,0.00308901453848698,0.00150301765391488,0.0506891744860055
"224","Spirodinium equi",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"225","Tetratoxum parvum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"226","Tetratoxum unifasciculatum",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"227","Triadinium galea",1,0.00223713646532438,1,0,0,0.000516453113213652,0.000206186598878531,0.00460789002561614,70,0.035035035035035,0.117439843096576,0.00889124958618396,0.00122805424553488,0.00293055788492771,0.00140196954758793,0.0645134948003707
"228","Troglocorys cava",1,0.00223713646532438,1,0,0,0.000520924686533187,0.000205298771496495,0.00460789002561614,69,0.0345345345345345,0.118318467532351,0.0194960157942479,0.0356188451719332,0.00305073568397547,0.0013803105737325,0.0635918734460797
